id,modelId,benchmarkId,sourceId,score,scoreUnit,provenance,se,nItems,kSamples,benchmarkVersion,graderVersion,evaluationRunId,lineageId,originProvenance,hostSource,protocolId,versionInferred,metadataIncomplete,xCorrect,kTrials,perTaskCounts,uncertaintyType,uncertaintyValue,uncertaintyUnit,nRuns,runValues,costPerTask,latencyS,config,configHash,observationKey,harness,harnessClass,effortTier,toolPolicy,observedOn,url,metadata,supersededBy,createdAt
11cb1bc7-1526-4d31-ae5a-4eb93c626b32,claude-opus-4.7,osworld-2.0-2026.06.24-full,osworld,4.6,percent,independent,,,,osworld-v2-2026.06.24,v2026.06.24,v2026.06.24:full:Claude Opus 4.7:max:standard:150,osworld:e607aa8151209c54bee4aae96a1906d4e0ca34eebbc346011262f99edcd95bca,independent,osworld,,false,true,,,,,,,,,,,"{""scoring"":""binaryAccuracy"",""step_budget"":150,""tool_setting"":""standard"",""dataset_scope"":""full"",""release_version"":""v2026.06.24"",""aci_fit_eligible"":false,""reasoning_effort"":""max"",""aci_exclusion_reason"":""Published means lack per-run outcomes or sampling uncertainty; nominal task count is not an evaluated-run denominator.""}",eee6e37a093020e3815cd91c864f6c049115edb7ad2fa1f93e8da1b59f36a2cb,762e48e04f39db07314d6f33d29da4eb822b02940e82c8641d85ef692ebe1cd4,OSWorld-V2,common,max,osworld-v2-computer-use,2026-09-05,https://osworld-v2.xlang.ai/static/data/leaderboard/official-results.json,"{""notes"":""Binary completion only; partial-credit score is metadata. No repeated-run count or uncertainty published. Defaults resolve omitted release/scope explicitly."",""review_reason"":""Different OSWorld release or offline subset; requires a separate benchmark condition."",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""osworld-results.json"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""osworld""},""audit_admission"":""Registered as its exact separate condition on 2026-09-05."",""audit_candidate_id"":""agentic-18368c26f28bdba16f84"",""nominal_task_count"":108,""reported_partial_score"":20.3,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://osworld-v2.xlang.ai/static/data/leaderboard/official-results.json""],""applied_fields"":[],""protocol_status"":""missing""},""estimated_evaluation_cost_usd"":1030}",,2026-09-05T17:44:52.717Z
039bc3f3-5ebe-4893-aef3-c1b922e5c09e,kimi-k3,livebench-2026,livebench,79.19305,percent,independent,,,,2026-06-25,,2026-06-25:kimi-k3,livebench:2026-06-25:kimi-k3,independent,livebench,,false,true,,,,,,,,,,,"{""aci_fit_eligible"":false,""source_model_configuration"":""kimi-k3""}",051e15f9f9afe81d6fc10440b00f5173f49bd821bb56baf665c15f1853f88430,bd3e9421b38431a4b9c2d4de9cf990de46548d991f593c8954e8722151a224dc,LiveBench category-specific evaluation,common,,,2026-09-05,https://livebench.ai/table_2026_06_25.csv,"{""table_sha256"":""f23992acb9c01d4904b8cb2c5714a0e9ab15694e9ee0cdc4a2b525167033ba87"",""observed_only"":true,""categories_url"":""https://livebench.ai/categories_2026_06_25.json"",""category_means"":{""IF"":71.36275,""Coding"":81.4455,""Language"":85.528,""Reasoning"":90.673,""Mathematics"":84.43675,""Data Analysis"":78.73366666666668,""Agentic Coding"":62.17166666666666},""coverage_audit"":""2026-09-05-livebench"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""livebench""},""displayed_score"":79.19,""source_model_id"":""kimi-k3"",""exclusion_reason"":""Heterogeneous category composite with partial-credit metrics and different tool policies. No binary denominator, repeat count, or sampling uncertainty inferred."",""score_definition"":""Arithmetic mean of seven category means (or the exact categories in the pinned release); each category is the unweighted mean of its subtasks."",""categories_sha256"":""dad300ad18655b69db720e1b88fc5a5eac06c5b2f0e52c2bf50f10ff057674f3"",""audit_candidate_id"":""livebench-d6f6ac02e0953962467d"",""source_subtask_scores"":{""typos"":84,""python"":65,""spatial"":100,""olympiad"":91.649,""simplify"":66.367,""AMPS_Hard"":97,""math_comp"":95.098,""summarize"":69.35,""tablejoin"":48.404,""javascript"":68.182,""paraphrase"":74.367,""typescript"":53.333,""connections"":100,""zebra_puzzle"":100,""tablereformat"":98.039,""theory_of_mind"":82.692,""code_completion"":82.609,""code_generation"":80.282,""story_generation"":75.367,""plot_unscrambling"":72.584,""consecutive_events"":89.758,""integrals_with_game"":54,""logic_with_navigation"":80},""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://livebench.ai/table_2026_06_25.csv""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-05T17:44:52.717Z
fc7a57cc-354c-48bd-82bb-2ae9262bcebf,claude-sonnet-4.5,arc-agi-2-semi-private,arcprize,0.0694,fraction,independent,,120,,semi-private-120,ARC-AGI-2 pass@2 semi-private evaluation,,arcprize:436aa52930a75a2df3ea6e884820e03ad545312f4987b0441d3237e0a6c1aef9,independent,arcprize,arcprize-arc2-standard-2025,true,true,,,,,,,,,,,"{""model_type"":""CoT"",""data_subset"":""v2_Semi_Private"",""model_group"":""claude-sonnet-4-5-20250929"",""arc_model_id"":""claude-sonnet-4-5-20250929-thinking-8k"",""provider_adapter"":false,""evaluation_profile"":""Thinking 8K""}",1e782fb3edc4681d2de111391e2398ff1e715d13bcba95f79e5ea696523af1c6,5ca07604476d8afbf10e9f0d92e985f66a2e949b1bcf61066cb741c07c8c4c76,ARC Prize standard harness,common,Thinking 8K,arc-grid-pass-at-2,2026-09-04,https://arcprize.org/leaderboard,"{""cost_usd"":null,""provider"":""Anthropic"",""results_url"":null,""arc_model_id"":""claude-sonnet-4-5-20250929-thinking-8k"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""arcprize""},""cost_per_task_usd"":0.2349,""model_release_date"":""2025-09-29"",""reported_display_name"":""Claude Sonnet 4.5 (Thinking 8K)"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""protocol_id"":""arcprize-arc2-standard-2025"",""evidence_urls"":[""https://arcprize.org/leaderboard"",""https://arcprize.org/arc-agi/2"",""https://github.com/arcprize/arc-agi-benchmarking""],""applied_fields"":[],""cohort_rule_id"":""arc-v2-standard-harness"",""protocol_status"":""applied""}}",,2026-09-04T21:50:59.953Z
8e05a370-c8b1-4ae1-b137-afd8e1c26e6f,qwen3.7-plus,osworld-2.0-2026.06.24-full,osworld,1.9,percent,independent,,,,osworld-v2-2026.06.24,v2026.06.24,v2026.06.24:full:Qwen 3.7-Plus:thinking:standard:300,osworld:9042d33b4c7782e29e580acb9c401c29152476a4f3a34bc90fe0dcb1bd86c261,independent,osworld,,false,true,,,,,,,,,,,"{""scoring"":""binaryAccuracy"",""step_budget"":300,""tool_setting"":""standard"",""dataset_scope"":""full"",""release_version"":""v2026.06.24"",""aci_fit_eligible"":false,""reasoning_effort"":""thinking"",""aci_exclusion_reason"":""Published means lack per-run outcomes or sampling uncertainty; nominal task count is not an evaluated-run denominator.""}",65b2d86a93710243184b9632603a14dad1100d3c98e4fa257750687ba4099101,d03545176da80800261c8371990c7e1b8682adac22d141234403dd78ba0da925,OSWorld-V2,common,thinking,osworld-v2-computer-use,2026-09-05,https://osworld-v2.xlang.ai/static/data/leaderboard/official-results.json,"{""notes"":""Binary completion only; partial-credit score is metadata. No repeated-run count or uncertainty published. Defaults resolve omitted release/scope explicitly."",""review_reason"":""Different OSWorld release or offline subset; requires a separate benchmark condition."",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""osworld-results.json"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""osworld""},""audit_admission"":""Registered as its exact separate condition on 2026-09-05."",""audit_candidate_id"":""agentic-11e1b6025f061c34b5a1"",""nominal_task_count"":108,""reported_partial_score"":16.6,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://osworld-v2.xlang.ai/static/data/leaderboard/official-results.json""],""applied_fields"":[],""protocol_status"":""missing""},""estimated_evaluation_cost_usd"":403.33}",,2026-09-05T17:44:52.717Z
a348cdc4-cf91-4867-a8c2-765f90a36e4d,gemini-3.5-flash,matharena-composite,matharena,28.6,percent,independent,0.71428573,,,rolling-expected-performance,,,matharena:ffee781dab90b31fb44b452425d684b22bc662340a8d327c6eb9bd9b5389503c:698cce3524d6fe2d8854,independent,matharena,matharena-expected-performance-2026-09-05,false,true,,,,ci95,1.4,source,,,,,"{""aggregate"":""non-deprecated competitions"",""evaluation_profile"":null}",d9c614b176cd111b046270ca9d1b7bb1d61f295c44e3a3791124c436cd7eb2e6,0de3a59307f33315ef5a5f06977b21a2b7a845d4660a301c7c91ad704d6d7a1e,MathArena expected-performance IRT,,,,2026-09-05,https://matharena.ai/models,"{""provider"":""Google"",""source_capture"":{""file"":""captures/matharena-models.html"",""sha256"":""ffee781dab90b31fb44b452425d684b22bc662340a8d327c6eb9bd9b5389503c"",""retrieved_at"":""2026-09-05T10:58:37.165Z""},""metric_identity"":""IRT expected performance over the publisher rolling composite, not a number of correct answers"",""model_release_date"":""2026-05-19"",""uncertainty_method"":""symmetric parametric bootstrap CI with full IRT refits"",""reported_model_name"":""Gemini 3.5 Flash"",""composite_snapshot_id"":""sha256:ffee781dab90b31fb44b452425d684b22bc662340a8d327c6eb9bd9b5389503c"",""component_catalog_file"":""matharena-component-manifest.json"",""native_cost_metric_scope"":""MathArena expected cost per composite problem"",""native_cost_per_task_usd"":0.71,""reported_ci95_half_width"":1.4,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://matharena.ai/models""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""},""component_catalog_capture_sha256"":""e6cd66e9806529a113d8dee797f401d9a04a16439f39529135d4898e5d2070da""}",,2026-09-05T17:44:52.717Z
03387c3b-4bb9-48e1-8e77-79b4386634dc,claude-opus-4,metr-time-horizon-1.1,metr,100.36612,minutes,independent,25.66214,,,1.1,METR Time Horizon 1.1 Inspect evaluation and public analysis pipeline,,,independent,metr,metr-time-horizon-1.1,true,true,,,,,,,,,,,"{""quantile"":""p50""}",4c6ffefc423ac1888a505dbde33defe7ead3572886ab3dad4f9176b458e52e64,fa12a4a2e80f1c65943330da658cae93fc5a6c31c4f4f86b47e335dce05eb2d5,metr-time-horizon-1.1,common,,coding-agent-tools,2026-09-04,https://metr.org/assets/benchmark_results_1_1.yaml,"{""is_sota"":false,""metr_model_id"":""claude_4_opus_inspect"",""benchmark_name"":""METR-Horizon-v1.1"",""reported_ci95_low"":59.994073,""model_release_date"":""2025-05-22"",""reported_ci95_high"":163.454074,""uncertainty_method"":""SE approximated from the symmetric 95% CI half-width in log2(minutes), then delta-method converted to minutes"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""protocol_id"":""metr-time-horizon-1.1"",""evidence_urls"":[""https://metr.org/assets/benchmark_results_1_1.yaml"",""https://metr.org/time-horizons/""],""applied_fields"":[],""protocol_status"":""applied"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-04T18:50:05.813Z
18e090de-7796-49ef-bd9d-2e1876055521,gpt-5-2025-08-07,arc-agi-2-semi-private,arcprize,0,fraction,independent,,120,,semi-private-120,ARC-AGI-2 pass@2 semi-private evaluation,,arcprize:3f1181b3fa6c27a79b0cbfe8df30ae717045cc10d0140edd70aa16ccb133a8ff,independent,arcprize,arcprize-arc2-standard-2025,true,true,,,,,,,,,,,"{""model_type"":""Base LLM"",""data_subset"":""v2_Semi_Private"",""model_group"":null,""arc_model_id"":""gpt-5-2025-08-07-minimal"",""provider_adapter"":false,""evaluation_profile"":""Minimal""}",1200f8a8fed7dd0e08eba79c977d35810227c4f59aff4583346452400f277b4a,bc92b396b00c58f0fec416ef537fd8f2dea3876fb87d84ec487fa074fad711a2,ARC Prize standard harness,common,Minimal,arc-grid-pass-at-2,2026-09-04,https://arcprize.org/leaderboard,"{""cost_usd"":null,""provider"":""OpenAI"",""results_url"":null,""arc_model_id"":""gpt-5-2025-08-07-minimal"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""arcprize""},""cost_per_task_usd"":0.0562,""model_release_date"":""2025-08-07"",""reported_display_name"":""GPT-5 (Minimal)"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""protocol_id"":""arcprize-arc2-standard-2025"",""evidence_urls"":[""https://arcprize.org/leaderboard"",""https://arcprize.org/arc-agi/2"",""https://github.com/arcprize/arc-agi-benchmarking""],""applied_fields"":[],""cohort_rule_id"":""arc-v2-standard-harness"",""protocol_status"":""applied""}}",,2026-09-04T21:50:59.953Z
454610b1-b097-460e-a65e-672930407ed8,qwen3-235b-a22b-2507,gpqa-diamond,epoch,0.80050504,fraction,independent,0.026000934,,,diamond-198,,gu39ndv9QxWP3NRxSUJRaX,epoch:gu39ndv9QxWP3NRxSUJRaX,independent,epoch,,false,true,,,,se,0.026000933515631548,item,,,,,"{""statistic"":""mean_accuracy"",""task_version"":""1.0.3"",""aci_fit_eligible"":false,""epoch_model_version"":""Qwen3-235B-A22B-Thinking-2507"",""aci_exclusion_reason"":""Display-only native GPQA accuracy; benchmark remains watchlist and native task revisions/repeated sampling are not admitted as one fitted condition.""}",59a827fc1d6bcf547eff6e07ea90d31d458e2e44b2b1245e8279049077acc2db,89d979db07a0be91fde77f1a59133b486eb4e9fe06bd521f20904f5d25a4cd00,Epoch GPQA Diamond task 1.0.3,common,,none,2025-12-11,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact model configuration and native task revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fgu39ndv9QxWP3NRxSUJRaX.eval"",""started_at"":""2025-12-11T23:00:25.608Z"",""epoch_run_id"":""gu39ndv9QxWP3NRxSUJRaX"",""source_capture"":{""file"":""captures/epoch-benchmarks.csv"",""sha256"":""9b6b2c7b4b1fb743cacf3358c782b2b5359c04821dcbd12ed7c5d159c5cd1712"",""retrieved_at"":""2026-09-05T10:58:37.121Z""},""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""metric_identity"":""raw native mean accuracy, not ECI chance-normalized performance"",""source_model_name"":""Qwen3-235B-A22B (Jul 2025)"",""reported_standard_error"":0.026000933515631548,""exact_native_task_version"":""1.0.3"",""native_model_release_date"":""2025-07-25"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""},""evaluated_question_count_provided"":false}",,2026-09-05T17:44:52.717Z
e5bff53e-76d0-47ee-a4c7-5f6e592cd8b5,gemini-3.1-pro,frontiermath-v2-tiers-1-3,epoch,0.5964912,fraction,independent,0.02911182,,,v2-tiers-1-3,2.0.0,hVifTUdQZrFEYabgCRu8Qq,epoch:hVifTUdQZrFEYabgCRu8Qq,independent,epoch,epoch-frontiermath-v2,false,true,,,,se,0.02911181956525014,item,,,,,"{""dataset"":""private"",""statistic"":""mean_accuracy"",""task_version"":""2.0.0"",""epoch_model_version"":""gemini-3.1-pro-preview""}",22c74542e540c72f715623a3aa78f488ad38d142f95a25dc8b38acebf22a04bd,56fc3fc12902fa13bb760e1a853e5d51bd1983ac06b98773fb4237c79c93173a,Epoch FrontierMath Python and submit_answer harness,common,,python-submit-answer,2026-06-11,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact configuration and benchmark revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FhVifTUdQZrFEYabgCRu8Qq.eval"",""started_at"":""2026-06-11T23:35:57.000Z"",""epoch_run_id"":""hVifTUdQZrFEYabgCRu8Qq"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""source_model_name"":""Gemini 3.1 Pro Preview"",""reported_standard_error"":0.02911181956525014,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-04T21:50:59.953Z
4ea43d19-a4e9-4af8-b034-6cafe5f2c413,claude-fable-5,vending-bench-2,andonlabs,4529.944,currency,independent,662.3875,,,2,,vb2:Claude Fable 5 - None,andonlabs:vb2:Claude Fable 5 - None,independent,andonlabs,,false,true,,5,,se,662.3874858615611,run,5,,,,"{""custom_tools"":false,""reasoning_effort"":""none"",""source_model_configuration"":""Claude Fable 5 - None""}",4d1e2aaa31cba4cfcdffb7fae97a08e566276984f452409b7db391bdd5b1e40f,a6c1d3d38e5f650094c79add3f44a1504697c533d5ad9e67cd5f4431eea173ab,Vending-Bench 2,common,none,,2026-09-05,https://andonlabs.com/evals/vending-bench-2,"{""notes"":""Arithmetic mean final balance, including losses. Native final_value_sem is standard error of the mean; node module tooltip confirms actual num_final_values runs. Not Arena, geometric mean, or maximum effort selected by score."",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""vending-data.js"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""andonlabs""},""source_data_url"":""https://andonlabs.com/_app/immutable/chunks/BjWiPmQ5.js"",""audit_candidate_id"":""agentic-a6a01d2b4c961fa5039b"",""reported_num_epochs"":5,""source_configuration"":""Claude Fable 5 - None"",""reported_final_value_std"":1481.1434458316317,""reported_num_final_values"":5,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://andonlabs.com/evals/vending-bench-2""],""applied_fields"":[],""protocol_status"":""missing""},""reported_final_value_ci95_half_width"":1298.2794722886597}",,2026-09-05T17:44:52.717Z
d5ebb868-5059-491d-9d35-d33d8ac14651,gemini-3.7-flash,deepswe-1.1,datacurve,0.6526549,fraction,independent,0.009121748,113,,1.1,,mini_swe_agent_gemini_3_7_flash_high,deepswe:v1.1:mini_swe_agent_gemini_3_7_flash_high,independent,datacurve,,false,true,,,,ci95,"[0.6347762421887939,0.6705334923244803]",run,4,,2.176286,1244.9565,"{""dataset_version"":""1.1"",""reasoning_effort"":""high"",""source_configuration"":""mini_swe_agent_gemini_3_7_flash_high""}",72ebfdcb94337da23c83473dc5aa281e5a9f5486a4b844e097ebb2811e7e8429,355090a3cab08a1ac91c91950bb0afda5c29e7d8efdc311fd891c7dea70075d7,mini-swe-agent,common,high,,2026-09-03,https://deepswe.datacurve.ai/artifacts/v1.1/leaderboard-live.json,"{""ci_method"":""95% run-to-run: SE across repeated whole-benchmark passes (1.96 * std(runs)/sqrt(R))"",""pass_at_4"":0.8230088495575221,""dataset_tasks"":113,""review_reason"":""Registered DeepSWE is v1; v1.1 requires a separate benchmark condition."",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""deepswe-live-v1.1.json"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""datacurve""},""audit_admission"":""Registered as its exact separate condition on 2026-09-05."",""unit_definition"":""pass@1 is attempt pass rate over scored rollout attempts. pass@4 is tasks with at least one passing rollout divided by tasks attempted. Context-window failures and agent timeouts are scored failures; provider/verifier/network errors are excluded. Efficiency aggregates are over every scored attempt."",""reported_n_passed"":295,""audit_candidate_id"":""agentic-87857c039f3391b2f39d"",""model_resolution_note"":null,""reported_scored_attempts"":452,""reported_tasks_attempted"":113,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://deepswe.datacurve.ai/artifacts/v1.1/leaderboard-live.json""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-05T17:44:52.717Z
fd1e7230-27ac-484a-8104-3afe869b69c6,gpt-5.6-sol,frontiermath-v2-tier-4,vendor-model-cards,83,percent,self_report,,,,,,,,,,,false,true,,,,,,,,,,,{},44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,afa70e704074bd21b14cca66297dd75effb970130fb9b11a78feba4f611e2faf,,,,,2026-07-09,https://openai.com/index/gpt-5-6/,"{""notes"":null,""manual_file"":""manual/results/vendor-anthropic-openai.yaml"",""sample_only"":false,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://openai.com/index/gpt-5-6/""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-04T18:50:05.813Z
b7739864-4c1e-49a8-bf06-39ffa18a30f1,deepseek-v4-flash-0731,frontiermath-v2-tier-4,epoch,0.24390244,fraction,independent,0.06789956,,,v2-tier-4,2.0.0,WYs83xB6NwrkMNyQJtuMcQ,epoch:WYs83xB6NwrkMNyQJtuMcQ,independent,epoch,epoch-frontiermath-v2,false,true,,,,se,0.06789956540036612,item,,,,,"{""dataset"":""private"",""statistic"":""mean_accuracy"",""task_version"":""2.0.0"",""reasoning_effort"":""max"",""epoch_model_version"":""deepseek-v4-flash-0731_max""}",171f9b764c750cd3730975e5e0939f68e7b0ede5fac70973b507dcc911021b68,43b4d67216c713db943ad9bfd3fbcbb0c2f288fbc0577cb6126d0e911c190049,Epoch FrontierMath Python and submit_answer harness,common,max,python-submit-answer,2026-08-02,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact configuration and benchmark revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FWYs83xB6NwrkMNyQJtuMcQ.eval"",""started_at"":""2026-08-02T02:15:37.000Z"",""epoch_run_id"":""WYs83xB6NwrkMNyQJtuMcQ"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""source_model_name"":""DeepSeek V4 Flash 0731 (max)"",""reported_standard_error"":0.06789956540036612,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-04T21:50:59.953Z
3857bd26-5e15-4c40-b175-12d01b59600c,claude-opus-4,arc-agi-2-semi-private,arcprize,0.0861,fraction,independent,,120,,semi-private-120,ARC-AGI-2 pass@2 semi-private evaluation,,arcprize:fcc7725319eec535956017a2ee7edf533b2bb4fb357a5cf307bc0ccee5e30998,independent,arcprize,arcprize-arc2-standard-2025,true,true,,,,,,,,,,,"{""model_type"":""CoT"",""data_subset"":""v2_Semi_Private"",""model_group"":""claude-opus-4-20250514-thinking"",""arc_model_id"":""claude-opus-4-20250514-thinking-16k"",""provider_adapter"":false,""evaluation_profile"":""Thinking 16K""}",603b59b7339fffdedc05af163380fbb5a8f345647abc309c7353f647b7dcaddf,084c9716ba53a701f2ccbb7b8a4f36706faccac28d3b5e38e7f5dbba365225bc,ARC Prize standard harness,common,Thinking 16K,arc-grid-pass-at-2,2026-09-04,https://arcprize.org/leaderboard,"{""cost_usd"":null,""provider"":""Anthropic"",""results_url"":null,""arc_model_id"":""claude-opus-4-20250514-thinking-16k"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""arcprize""},""cost_per_task_usd"":1.9284,""model_release_date"":""2025-05-14"",""reported_display_name"":""Claude Opus 4 (Thinking 16K)"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""protocol_id"":""arcprize-arc2-standard-2025"",""evidence_urls"":[""https://arcprize.org/leaderboard"",""https://arcprize.org/arc-agi/2"",""https://github.com/arcprize/arc-agi-benchmarking""],""applied_fields"":[],""cohort_rule_id"":""arc-v2-standard-harness"",""protocol_status"":""applied""}}",,2026-09-04T21:50:59.953Z
07c122f3-609d-4d92-ac74-4709e7a69dbf,claude-opus-5,terminal-bench-science-0.1,terminal-bench-science,30,percent,independent,,70,,0.1,,opus-5-claude-code,terminal-bench-science:0.1:opus-5-claude-code,independent,terminal-bench-science,,false,true,,3,,,,,3,,,,"{""agent"":""Claude Code"",""reasoning_effort_reported"":null}",021c3bea6e08e2553d1e370d11877593102424b03d7e05f8a3b890a3d501acdd,f974636e45f6a38c9e7f85897186dcf46e0c09325cf93b7a34f71c0f3477622b,Claude Code,native,,terminal-shell,2026-09-05,https://www.terminal-bench-science.ai/announcement,"{""notes"":""Pass@1 averaged over three trials per 70 tasks. Source does not report reasoning effort or score uncertainty. Decimal value is direct chart data; no count reconstructed from rounding."",""source_row_id"":""opus-5-claude-code"",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""science.html"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""terminal-bench-science""},""audit_candidate_id"":""agentic-9e1f5207dcdb0dad93c9"",""reported_total_tokens"":7266668313,""reported_aggregate_cost_usd"":6992.67732375,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://www.terminal-bench-science.ai/announcement""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-05T17:44:52.717Z
643d4e98-e5fd-4396-8ac8-0e84933fa05a,glm-5.2,deepswe-1.1,datacurve,0.4377778,fraction,independent,0.008804233,113,,1.1,,mini_swe_agent_glm_5_2_max,deepswe:v1.1:mini_swe_agent_glm_5_2_max,independent,datacurve,,false,true,,,,ci95,"[0.42052148157196967,0.45503407398358586]",run,4,,3.9199076,2629.2083,"{""dataset_version"":""1.1"",""reasoning_effort"":""max"",""source_configuration"":""mini_swe_agent_glm_5_2_max""}",f0837e55165617f2f05a5d7416867b35607e9eb8263a05bf0a98ceb16ccd0891,a6095d5cf6eb7af63ed10ccd5f96e41963ebcd3da7dcec0039e167f0d1b7b420,mini-swe-agent,common,max,,2026-09-03,https://deepswe.datacurve.ai/artifacts/v1.1/leaderboard-live.json,"{""ci_method"":""95% run-to-run: SE across repeated whole-benchmark passes (1.96 * std(runs)/sqrt(R))"",""pass_at_4"":0.7699115044247787,""dataset_tasks"":113,""review_reason"":""Registered DeepSWE is v1; v1.1 requires a separate benchmark condition."",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""deepswe-live-v1.1.json"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""datacurve""},""audit_admission"":""Registered as its exact separate condition on 2026-09-05."",""unit_definition"":""pass@1 is attempt pass rate over scored rollout attempts. pass@4 is tasks with at least one passing rollout divided by tasks attempted. Context-window failures and agent timeouts are scored failures; provider/verifier/network errors are excluded. Efficiency aggregates are over every scored attempt."",""reported_n_passed"":197,""audit_candidate_id"":""agentic-881b580af95f4e62ee5c"",""model_resolution_note"":null,""reported_scored_attempts"":450,""reported_tasks_attempted"":113,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://deepswe.datacurve.ai/artifacts/v1.1/leaderboard-live.json""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-05T17:44:52.717Z
